,Round,PlayerName,Group,Bonus,Result
0,0,tram,--,--,250
1,1_1,tram,750,20,270
2,1_2,tram,660,20,290
3,1_3,tram,831,10,300
4,1_4,tram,660,20,320
5,1_5,tram,831,10,330
6,1_6,tram,822,10,340
7,1_7,tram,660,20,360
8,1_8,tram,660,20,380
9,1_9,tram,831,10,390
10,1_10,tram,831,10,400
11,2_1,tram,741,2,402
12,2_2,tram,444,1,403
13,2_3,tram,552,1,404
14,2_4,tram,633,1,405
15,2_5,tram,444,1,406
16,2_6,tram,552,1,407
17,2_7,tram,444,1,408
18,2_8,tram,651,1,409
19,2_9,tram,651,1,410
20,2_10,tram,444,1,411
21,3_1,tram,543,-5,406
22,3_2,tram,642,1,407
23,3_3,tram,633,1,408
24,3_4,tram,543,-5,403
25,3_5,tram,642,1,404
26,3_6,tram,543,-5,399
27,3_7,tram,651,1,400
28,3_8,tram,651,1,401
29,3_9,tram,444,1,402
30,3_10,tram,552,1,403
31,4_1,tram,543,-5,398
32,4_2,tram,543,-5,393
33,4_3,tram,543,-5,388
34,4_4,tram,543,-5,383
35,4_5,tram,543,-5,378
36,4_6,tram,543,-5,373
37,4_7,tram,543,-5,368
38,4_8,tram,543,-5,363
39,4_9,tram,543,-5,358
40,4_10,tram,543,-5,353
41,5_1,tram,543,-5,348
42,5_2,tram,543,-5,343
43,5_3,tram,543,-5,338
44,5_4,tram,543,-5,333
45,5_5,tram,543,-5,328
46,5_6,tram,543,-5,323
47,5_7,tram,543,-5,318
48,5_8,tram,543,-5,313
49,5_9,tram,543,-5,308
50,5_10,tram,543,-5,303
51,6_1,tram,543,-5,298
52,6_2,tram,543,-5,293
53,6_3,tram,543,-5,288
54,6_4,tram,543,-5,283
55,6_5,tram,642,1,284
56,6_6,tram,552,1,285
57,6_7,tram,543,-5,280
58,6_8,tram,543,-5,275
59,6_9,tram,633,1,276
60,6_10,tram,552,1,277
61,7_1,tram,444,1,278
62,7_2,tram,444,1,279
63,7_3,tram,552,1,280
64,7_4,tram,543,-5,275
65,7_5,tram,543,-5,270
66,7_6,tram,543,-5,265
67,7_7,tram,543,-5,260
68,7_8,tram,543,-5,255
69,7_9,tram,642,1,256
70,7_10,tram,543,-5,251
71,8_1,tram,543,-5,246
72,8_2,tram,552,1,247
73,8_3,tram,543,-5,242
74,8_4,tram,543,-5,237
75,8_5,tram,642,1,238
76,8_6,tram,543,-5,233
77,8_7,tram,543,-5,228
78,8_8,tram,543,-5,223
79,8_9,tram,543,-5,218
80,8_10,tram,633,1,219
81,9_1,tram,543,-5,214
82,9_2,tram,543,-5,209
83,9_3,tram,543,-5,204
84,9_4,tram,633,1,205
85,9_5,tram,543,-5,200
86,9_6,tram,552,1,201
87,9_7,tram,543,-5,196
88,9_8,tram,543,-5,191
89,9_9,tram,552,1,192
90,9_10,tram,543,-5,187
91,10_1,tram,651,1,188
92,10_2,tram,543,-5,183
93,10_3,tram,543,-5,178
94,10_4,tram,552,1,179
95,10_5,tram,543,-5,174
96,10_6,tram,543,-5,169
97,10_7,tram,642,1,170
98,10_8,tram,633,1,171
99,10_9,tram,543,-5,166
100,10_10,tram,633,1,167
101,11_1,tram,660,20,187
102,11_2,tram,831,10,197
103,11_3,tram,660,20,217
104,11_4,tram,831,10,227
105,11_5,tram,660,20,247
106,11_6,tram,831,10,257
107,11_7,tram,750,20,277
108,11_8,tram,831,10,287
109,11_9,tram,822,10,297
110,11_10,tram,822,10,307
111,12_1,tram,552,1,308
112,12_2,tram,642,1,309
113,12_3,tram,642,1,310
114,12_4,tram,633,1,311
115,12_5,tram,741,2,313
116,12_6,tram,633,1,314
117,12_7,tram,444,1,315
118,12_8,tram,741,2,317
119,12_9,tram,651,1,318
120,12_10,tram,642,1,319
121,13_1,tram,543,-5,314
122,13_2,tram,552,1,315
123,13_3,tram,633,1,316
124,13_4,tram,543,-5,311
125,13_5,tram,651,1,312
126,13_6,tram,651,1,313
127,13_7,tram,651,1,314
128,13_8,tram,642,1,315
129,13_9,tram,642,1,316
130,13_10,tram,444,1,317
131,14_1,tram,543,-5,312
132,14_2,tram,543,-5,307
133,14_3,tram,543,-5,302
134,14_4,tram,543,-5,297
135,14_5,tram,543,-5,292
136,14_6,tram,543,-5,287
137,14_7,tram,543,-5,282
138,14_8,tram,543,-5,277
139,14_9,tram,543,-5,272
140,14_10,tram,543,-5,267
141,15_1,tram,543,-5,262
142,15_2,tram,543,-5,257
143,15_3,tram,543,-5,252
144,15_4,tram,543,-5,247
145,15_5,tram,543,-5,242
146,15_6,tram,543,-5,237
147,15_7,tram,543,-5,232
148,15_8,tram,543,-5,227
149,15_9,tram,543,-5,222
150,15_10,tram,543,-5,217
151,16_1,tram,543,-5,212
152,16_2,tram,552,1,213
153,16_3,tram,642,1,214
154,16_4,tram,543,-5,209
155,16_5,tram,543,-5,204
156,16_6,tram,543,-5,199
157,16_7,tram,543,-5,194
158,16_8,tram,543,-5,189
159,16_9,tram,543,-5,184
160,16_10,tram,633,1,185
161,17_1,tram,543,-5,180
162,17_2,tram,444,1,181
163,17_3,tram,633,1,182
164,17_4,tram,552,1,183
165,17_5,tram,444,1,184
166,17_6,tram,444,1,185
167,17_7,tram,642,1,186
168,17_8,tram,552,1,187
169,17_9,tram,552,1,188
170,17_10,tram,543,-5,183
171,18_1,tram,633,1,184
172,18_2,tram,552,1,185
173,18_3,tram,543,-5,180
174,18_4,tram,642,1,181
175,18_5,tram,642,1,182
176,18_6,tram,444,1,183
177,18_7,tram,543,-5,178
178,18_8,tram,444,1,179
179,18_9,tram,732,2,181
180,18_10,tram,543,-5,176
181,19_1,tram,651,1,177
182,19_2,tram,543,-5,172
183,19_3,tram,642,1,173
184,19_4,tram,543,-5,168
185,19_5,tram,444,1,169
186,19_6,tram,543,-5,164
187,19_7,tram,543,-5,159
188,19_8,tram,444,1,160
189,19_9,tram,642,1,161
190,19_10,tram,633,1,162
191,20_1,tram,642,1,163
192,20_2,tram,543,-5,158
193,20_3,tram,543,-5,153
194,20_4,tram,543,-5,148
195,20_5,tram,543,-5,143
196,20_6,tram,543,-5,138
197,20_7,tram,543,-5,133
198,20_8,tram,543,-5,128
199,20_9,tram,651,1,129
200,20_10,tram,633,1,130
201,21_1,tram,543,-5,125
202,21_2,tram,543,-5,120
203,21_3,tram,741,2,122
204,21_4,tram,444,1,123
205,21_5,tram,444,1,124
206,21_6,tram,543,-5,119
207,21_7,tram,543,-5,114
208,21_8,tram,543,-5,109
209,21_9,tram,642,1,110
210,21_10,tram,444,1,111
211,22_1,tram,660,20,131
212,22_2,tram,660,20,151
213,22_3,tram,822,10,161
214,22_4,tram,660,20,181
215,22_5,tram,822,10,191
216,22_6,tram,831,10,201
217,22_7,tram,831,10,211
218,22_8,tram,660,20,231
219,22_9,tram,831,10,241
220,22_10,tram,660,20,261
221,23_1,tram,543,-5,256
222,23_2,tram,543,-5,251
223,23_3,tram,543,-5,246
224,23_4,tram,543,-5,241
225,23_5,tram,543,-5,236
226,23_6,tram,543,-5,231
227,23_7,tram,543,-5,226
228,23_8,tram,543,-5,221
229,23_9,tram,543,-5,216
230,23_10,tram,543,-5,211
231,24_1,tram,543,-5,206
232,24_2,tram,543,-5,201
233,24_3,tram,543,-5,196
234,24_4,tram,543,-5,191
235,24_5,tram,543,-5,186
236,24_6,tram,543,-5,181
237,24_7,tram,543,-5,176
238,24_8,tram,543,-5,171
239,24_9,tram,543,-5,166
240,24_10,tram,543,-5,161
241,25_1,tram,651,1,162
242,25_2,tram,543,-5,157
243,25_3,tram,552,1,158
244,25_4,tram,552,1,159
245,25_5,tram,543,-5,154
246,25_6,tram,633,1,155
247,25_7,tram,651,1,156
248,25_8,tram,444,1,157
249,25_9,tram,444,1,158
250,25_10,tram,552,1,159
251,26_1,tram,651,1,160
252,26_2,tram,633,1,161
253,26_3,tram,633,1,162
254,26_4,tram,651,1,163
255,26_5,tram,741,2,165
256,26_6,tram,651,1,166
257,26_7,tram,444,1,167
258,26_8,tram,642,1,168
259,26_9,tram,633,1,169
260,26_10,tram,633,1,170
261,27_1,tram,633,1,171
262,27_2,tram,543,-5,166
263,27_3,tram,552,1,167
264,27_4,tram,633,1,168
265,27_5,tram,642,1,169
266,27_6,tram,633,1,170
267,27_7,tram,633,1,171
268,27_8,tram,543,-5,166
269,27_9,tram,444,1,167
270,27_10,tram,444,1,168
271,28_1,tram,552,1,169
272,28_2,tram,732,2,171
273,28_3,tram,543,-5,166
274,28_4,tram,543,-5,161
275,28_5,tram,543,-5,156
276,28_6,tram,543,-5,151
277,28_7,tram,633,1,152
278,28_8,tram,633,1,153
279,28_9,tram,552,1,154
280,28_10,tram,444,1,155
281,29_1,tram,543,-5,150
282,29_2,tram,642,1,151
283,29_3,tram,642,1,152
284,29_4,tram,543,-5,147
285,29_5,tram,444,1,148
286,29_6,tram,651,1,149
287,29_7,tram,543,-5,144
288,29_8,tram,543,-5,139
289,29_9,tram,543,-5,134
290,29_10,tram,552,1,135
291,30_1,tram,543,-5,130
292,30_2,tram,543,-5,125
293,30_3,tram,642,1,126
294,30_4,tram,543,-5,121
295,30_5,tram,642,1,122
296,30_6,tram,543,-5,117
297,30_7,tram,543,-5,112
298,30_8,tram,642,1,113
299,30_9,tram,543,-5,108
300,30_10,tram,642,1,109
301,31_1,tram,444,1,110
302,31_2,tram,642,1,111
303,31_3,tram,543,-5,106
304,31_4,tram,444,1,107
305,31_5,tram,633,1,108
306,31_6,tram,552,1,109
307,31_7,tram,444,1,110
308,31_8,tram,552,1,111
309,31_9,tram,543,-5,106
310,31_10,tram,732,2,108
311,32_1,tram,633,1,109
312,32_2,tram,552,1,110
313,32_3,tram,633,1,111
314,32_4,tram,642,1,112
315,32_5,tram,543,-5,107
316,32_6,tram,543,-5,102
317,32_7,tram,543,-5,97
318,32_8,tram,543,-5,92
319,32_9,tram,543,-5,87
320,32_10,tram,444,1,88
321,33_1,tram,633,1,89
322,33_2,tram,444,1,90
323,33_3,tram,543,-5,85
324,33_4,tram,633,1,86
325,33_5,tram,444,1,87
326,33_6,tram,543,-5,82
327,33_7,tram,543,-5,77
328,33_8,tram,543,-5,72
329,33_9,tram,642,1,73
330,33_10,tram,543,-5,68
331,34_1,tram,552,1,69
332,34_2,tram,543,-5,64
333,34_3,tram,642,1,65
334,34_4,tram,444,1,66
335,34_5,tram,543,-5,61
336,34_6,tram,543,-5,56
337,34_7,tram,633,1,57
338,34_8,tram,552,1,58
339,34_9,tram,543,-5,53
340,34_10,tram,543,-5,48
341,35_1,tram,543,-5,43
342,35_2,tram,543,-5,38
343,35_3,tram,543,-5,33
344,35_4,tram,642,1,34
345,35_5,tram,543,-5,29
346,35_6,tram,444,1,30
347,35_7,tram,543,-5,25
348,35_8,tram,552,1,26
349,35_9,tram,543,-5,21
350,35_10,tram,444,1,22
351,36_1,tram,552,1,23
352,36_2,tram,543,-5,18
353,36_3,tram,642,1,19
354,36_4,tram,543,-5,14
355,36_5,tram,543,-5,9
356,36_6,tram,552,1,10
357,36_7,tram,552,1,11
358,36_8,tram,543,-5,6
359,36_9,tram,543,-5,1
360,36_10,tram,543,-5,-4
